airQualityLevel,observationDateTime,deviceStatus,aqiMajorPollutant,id,airQualityIndex,uv.avgOverTime,o3.avgOverTime,pm2p5.avgOverTime,co2.avgOverTime,pm10.avgOverTime,co.avgOverTime,no2.avgOverTime,airTemperature.avgOverTime,illuminance.avgOverTime,ambientNoise.avgOverTime,so2.avgOverTime,relativeHumidity.avgOverTime,atmosphericPressure.avgOverTime
POOR,2022-01-04 14:01:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,247.0,0.23,44.19,72.03,315.75,106.24,0.73,44.05,28.02,1804.98,81.34,2.21,49.07,0.94
SATISFACTORY,2022-01-04 14:01:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/503328c5-a2ac-bfae-fd08-cf2630f51a7b,52.0,1.98,52.22,,19.56,,0.49,0.22,30.05,7858.41,65.0,1.73,44.19,0.94
VERY_POOR,2022-01-04 14:01:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/57c0323e-4cf7-2b22-0e54-e9c043d235cb,324.0,0.44,43.77,79.02,297.4,128.52,0.76,59.96,28.98,339.35,80.59,3.99,48.12,0.9
POOR,2022-01-04 14:01:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/763f8470-1fca-6f8b-3a8b-ee883a0c5f06,254.0,0.21,33.26,57.79,326.95,92.22,0.4,0.0,32.01,1782.92,79.19,0.06,40.34,0.94
SATISFACTORY,2022-01-04 14:01:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,83.0,1.14,80.75,22.37,401.19,43.28,1.04,15.9,33.96,5219.07,70.75,0.65,35.41,0.94
MODERATE,2022-01-04 14:01:12+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,110.0,0.1,36.93,,0.0,,2.96,52.86,31.23,2290.69,79.62,0.0,41.33,0.94
MODERATE,2022-01-04 14:01:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a841398a-4739-72ff-497a-a439364f459a,183.0,0.11,27.93,54.45,386.02,113.47,2.32,75.22,29.01,1033.93,86.28,1.48,43.93,0.94
MODERATE,2022-01-04 14:01:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,185.0,1.14,34.93,36.9,0.0,68.61,0.94,67.95,30.68,3337.26,65.25,0.0,44.06,0.94
VERY_POOR,2022-01-04 14:01:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a70a062d-1bc8-ba77-a530-af9b5d4f2145,303.0,0.12,62.05,57.45,501.25,85.95,0.58,50.39,28.43,1894.9,82.09,0.48,48.42,0.94
SATISFACTORY,2022-01-04 14:01:14+05:30,ACTIVE,PM10,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/52e11fbe-2458-987f-b756-8c5cab1f051e,92.0,1.19,75.61,33.44,287.33,95.68,0.59,2.27,29.73,7709.14,71.47,2.41,41.73,0.94
POOR,2022-01-04 14:01:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,251.0,1.75,18.07,68.29,69.59,100.16,1.37,21.35,30.53,3545.51,85.09,2.52,46.36,0.94
VERY_POOR,2022-01-04 14:01:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,356.0,1.75,58.62,116.35,611.08,172.49,1.26,4.4,28.14,4208.13,85.09,1.51,45.66,0.94
MODERATE,2022-01-04 14:01:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/17429134-c3d7-da41-0057-388a28723913,157.0,1.78,12.57,45.62,303.1,80.84,1.72,21.27,33.78,14869.43,74.99,0.83,38.7,0.88
VERY_POOR,2022-01-04 14:01:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/64131670-4db5-8b9b-6a81-7ddc23f176fd,315.0,,90.89,87.67,248.57,122.55,0.27,6.87,30.86,12895.11,70.92,0.0,42.11,0.94
MODERATE,2022-01-04 14:01:14+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/146a3c4f-c6e4-959f-e967-f0cfd5b03dcb,115.0,0.91,57.66,16.75,294.62,35.22,2.05,33.45,31.15,5976.05,78.52,0.98,42.41,0.49
SATISFACTORY,2022-01-04 14:01:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/7bd8af4f-99bf-2f69-996c-5fde241fb29a,84.0,0.07,31.86,30.22,79.7,61.55,1.38,38.88,28.75,371.23,77.85,3.96,46.64,0.94
VERY_POOR,2022-01-04 14:01:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,376.0,0.33,18.08,108.03,231.49,169.74,1.39,20.24,30.24,7507.1,64.73,0.0,43.05,0.94
VERY_POOR,2022-01-04 14:01:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b3ec32ff-fa7d-64fa-c0af-272e25d314e9,313.0,0.87,38.66,60.26,360.78,93.98,0.39,36.93,30.31,2691.87,85.61,0.0,43.95,0.94
SATISFACTORY,2022-01-04 14:01:15+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,62.0,0.99,48.34,7.02,368.26,16.3,0.38,6.7,30.91,2275.85,102.01,0.27,40.75,0.94
VERY_POOR,2022-01-04 14:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,300.0,4.05,39.19,61.29,338.18,91.79,0.13,26.34,33.16,10077.85,67.5,0.07,35.91,0.94
POOR,2022-01-04 14:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/67ae0343-59e4-e88f-bc4a-f55e7789df44,217.0,0.92,36.48,38.36,266.24,57.9,1.29,20.36,,,,0.11,,
VERY_POOR,2022-01-04 14:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,344.0,0.08,40.91,81.19,522.62,174.07,0.82,18.86,28.43,373.4,82.22,0.0,45.79,0.94
MODERATE,2022-01-04 14:01:17+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,192.0,1.32,40.33,47.96,370.74,114.92,0.7,44.05,31.22,8245.73,78.66,0.0,39.57,0.93
VERY_POOR,2022-01-04 14:01:19+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2922b6ff-0271-cde4-9378-bd00f1a6ea3c,318.0,0.32,35.18,63.84,411.53,96.69,0.39,60.29,28.4,962.15,81.3,0.0,46.87,0.91
MODERATE,2022-01-04 14:01:21+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,184.0,2.23,53.69,46.61,236.45,66.18,0.38,15.47,32.43,27807.31,71.18,0.0,38.41,0.94
VERY_POOR,2022-01-04 14:01:23+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,359.0,0.75,92.24,95.67,215.94,166.12,0.62,35.22,29.59,4561.51,75.29,3.76,45.84,0.94
MODERATE,2022-01-04 14:01:24+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,151.0,0.55,29.03,35.46,97.4,59.31,1.1,21.79,32.74,2611.96,71.75,3.84,40.99,0.94
SATISFACTORY,2022-01-04 14:16:07+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/05fbae93-d3f7-0bbe-dd5d-2c2b4180edc7,74.0,0.13,49.51,21.36,298.52,33.62,0.46,7.41,28.78,3836.39,83.29,1.2,48.62,0.94
VERY_POOR,2022-01-04 14:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,376.0,0.32,21.93,98.25,228.26,151.98,1.03,20.43,29.9,7070.96,64.49,0.0,43.16,0.94
MODERATE,2022-01-04 14:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f36b4669-628b-ad93-9970-f9d424afbf75,144.0,0.73,24.79,33.13,1.0,57.23,1.0,24.21,36.24,3067.48,82.64,0.86,35.41,0.94
SATISFACTORY,2022-01-04 14:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,84.0,1.48,35.56,18.74,202.76,37.59,0.73,35.74,31.28,14060.16,81.07,0.0,40.91,0.94
SATISFACTORY,2022-01-04 14:16:08+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d3f2fcf3-24de-0fb6-7b74-0d7b3fa0467d,93.0,2.07,37.2,17.67,184.42,45.58,1.27,52.95,32.71,4355.03,78.31,3.32,36.61,0.93
MODERATE,2022-01-04 14:16:08+05:30,ACTIVE,O3,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02f7e7ee-29d6-c1c1-4d98-8f74981d9683,109.0,0.52,147.65,25.57,170.92,47.11,1.29,0.0,35.02,11911.97,84.71,0.0,36.83,1.74
VERY_POOR,2022-01-04 14:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b3ec32ff-fa7d-64fa-c0af-272e25d314e9,313.0,0.67,38.29,60.12,361.89,89.52,0.38,38.54,30.38,2824.73,84.2,0.0,43.54,0.94
MODERATE,2022-01-04 14:16:09+05:30,ACTIVE,PM10,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d824fa46-223b-f248-493e-80bb5bdeda68,106.0,0.9,18.13,38.9,773.48,107.82,1.37,51.39,30.08,6211.94,80.36,0.19,41.73,0.93
SATISFACTORY,2022-01-04 14:16:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,74.0,0.27,98.91,24.6,0.0,46.19,0.71,0.56,28.57,4231.63,82.07,0.0,44.75,0.9
MODERATE,2022-01-04 14:16:09+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/390a5098-1616-60ca-955e-ce9b5d3ee5f9,101.0,0.2,16.44,26.28,0.0,52.1,1.9,48.78,29.72,2225.22,74.8,0.81,43.94,0.88
MODERATE,2022-01-04 14:16:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,166.0,0.68,32.95,45.58,110.84,76.98,1.1,73.05,28.69,7040.83,77.47,5.24,43.45,0.93
POOR,2022-01-04 14:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,275.0,0.54,23.08,67.92,6.72,137.11,1.31,63.99,30.45,9979.77,68.66,1.6,44.01,0.94
MODERATE,2022-01-04 14:16:10+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/10b6d0f8-ae93-6622-5d1b-76af4bebc11e,113.0,0.66,0.0,19.64,232.31,46.6,0.78,64.69,30.86,48187.78,78.21,1.18,40.88,0.94
VERY_POOR,2022-01-04 14:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,336.0,0.01,30.39,76.91,281.53,114.63,0.67,56.47,28.11,180.32,74.18,0.0,49.04,0.94
MODERATE,2022-01-04 14:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,143.0,0.2,45.51,56.05,559.64,80.21,0.4,32.26,29.78,3112.79,75.39,0.0,45.8,0.94
MODERATE,2022-01-04 14:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,143.0,0.2,45.51,56.05,559.64,80.21,0.4,32.26,29.78,3112.79,75.39,0.0,45.8,0.94
SATISFACTORY,2022-01-04 14:16:11+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,83.0,0.92,77.58,22.49,402.36,43.78,0.99,19.02,34.15,5004.39,72.12,0.59,34.97,0.94
SATISFACTORY,2022-01-04 14:16:11+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,64.0,1.87,62.93,9.82,460.1,20.46,0.85,27.49,31.25,10286.74,80.12,0.59,45.07,0.94
MODERATE,2022-01-04 14:16:11+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,110.0,0.09,37.04,,0.0,,3.46,55.59,31.41,2359.43,79.05,0.0,40.94,0.94
MODERATE,2022-01-04 14:16:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,185.0,1.12,42.27,33.37,0.0,59.39,0.78,61.39,30.86,3226.35,65.15,0.0,43.29,0.94
POOR,2022-01-04 14:16:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,247.0,0.23,45.26,70.86,314.86,102.94,0.63,42.85,28.08,1801.18,81.25,2.06,48.72,0.94
SATISFACTORY,2022-01-04 14:16:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c37c6979-6802-4a1c-c852-609b7706f5ba,77.0,0.74,64.46,22.44,153.85,38.28,0.8,29.37,30.81,7734.79,75.68,0.0,40.61,0.94
POOR,2022-01-04 14:16:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c7b8f786-2f89-116f-d98d-8c54bfc7caaf,202.0,0.81,27.62,54.39,180.68,83.81,1.24,37.38,29.0,3545.89,58.67,2.94,46.81,0.94
POOR,2022-01-04 14:16:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,247.0,0.23,45.26,70.86,314.86,102.94,0.63,42.85,28.08,1801.18,81.25,2.06,48.72,0.94
VERY_POOR,2022-01-04 14:16:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/83cdf03d-5787-7052-08aa-143cfbfb807d,323.0,0.5,54.62,114.14,399.16,280.87,0.43,20.84,30.83,3622.02,57.69,0.07,41.09,0.94
POOR,2022-01-04 14:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,251.0,1.68,20.35,63.91,98.9,91.39,1.29,12.04,31.18,3579.63,85.3,1.69,44.97,0.94
MODERATE,2022-01-04 14:16:13+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/146a3c4f-c6e4-959f-e967-f0cfd5b03dcb,115.0,0.88,60.86,16.69,292.13,37.12,1.68,34.26,30.82,5601.09,80.64,0.54,42.79,0.49
MODERATE,2022-01-04 14:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/17429134-c3d7-da41-0057-388a28723913,157.0,1.73,11.83,44.55,309.67,81.6,1.72,22.55,35.04,20199.25,74.68,0.79,37.07,0.88
POOR,2022-01-04 14:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/763f8470-1fca-6f8b-3a8b-ee883a0c5f06,254.0,0.21,33.16,56.79,329.93,89.24,0.43,0.0,32.56,1808.89,79.48,0.04,39.16,0.94
MODERATE,2022-01-04 14:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a841398a-4739-72ff-497a-a439364f459a,183.0,0.11,26.43,61.47,391.63,137.47,2.67,81.86,29.2,1143.67,86.01,1.79,43.57,0.94
POOR,2022-01-04 14:16:14+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/67ae0343-59e4-e88f-bc4a-f55e7789df44,217.0,0.89,41.01,37.14,267.2,55.12,1.13,15.48,,,,0.04,,
SATISFACTORY,2022-01-04 14:16:14+05:30,ACTIVE,PM10,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/52e11fbe-2458-987f-b756-8c5cab1f051e,92.0,1.13,76.82,42.25,286.29,114.62,0.59,3.9,30.03,7442.44,71.33,2.51,41.32,0.94
SATISFACTORY,2022-01-04 14:16:14+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/503328c5-a2ac-bfae-fd08-cf2630f51a7b,52.0,1.88,56.54,,49.38,,0.42,0.73,30.41,8114.7,64.86,1.71,43.51,0.94
VERY_POOR,2022-01-04 14:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/57c0323e-4cf7-2b22-0e54-e9c043d235cb,324.0,0.43,47.76,77.59,297.38,123.9,0.62,57.38,29.27,338.99,83.29,3.86,47.42,0.9
SATISFACTORY,2022-01-04 14:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/7bd8af4f-99bf-2f69-996c-5fde241fb29a,84.0,0.07,29.71,29.65,93.64,57.66,1.51,40.97,28.95,363.57,77.89,4.12,45.86,0.94
VERY_POOR,2022-01-04 14:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,344.0,0.08,37.22,79.47,527.32,185.07,1.04,25.34,28.61,360.14,82.12,0.02,45.54,0.94
VERY_POOR,2022-01-04 14:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a70a062d-1bc8-ba77-a530-af9b5d4f2145,303.0,0.12,68.75,57.61,500.02,85.04,0.53,46.66,28.53,1788.01,82.07,0.41,47.56,0.94
VERY_POOR,2022-01-04 14:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,356.0,1.7,58.29,120.58,624.25,179.05,1.55,8.87,28.34,4154.92,85.05,2.46,45.45,0.94
SATISFACTORY,2022-01-04 14:16:15+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,62.0,0.93,47.33,7.51,373.07,21.13,0.47,9.09,31.12,2584.67,102.01,0.51,40.21,0.94
VERY_POOR,2022-01-04 14:16:17+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/64131670-4db5-8b9b-6a81-7ddc23f176fd,315.0,,91.1,90.58,246.57,127.25,0.24,6.42,31.52,10971.32,71.34,0.0,40.97,0.93
VERY_POOR,2022-01-04 14:16:17+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,300.0,3.88,41.06,59.84,336.31,88.0,0.11,27.34,33.6,9948.79,67.2,0.09,34.85,0.94
MODERATE,2022-01-04 14:16:19+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,192.0,1.25,43.32,47.66,366.36,106.34,0.69,43.41,31.85,8619.73,78.61,0.0,38.62,0.93
VERY_POOR,2022-01-04 14:16:20+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2922b6ff-0271-cde4-9378-bd00f1a6ea3c,318.0,0.31,31.86,63.12,412.03,98.33,0.47,63.62,28.72,984.65,80.92,0.0,46.3,0.91
MODERATE,2022-01-04 14:16:22+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,184.0,2.11,56.1,46.16,238.44,66.4,0.41,16.43,32.6,31250.96,72.78,0.0,38.36,0.94
VERY_POOR,2022-01-04 14:16:24+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,359.0,0.87,94.18,90.99,228.66,146.65,0.75,37.73,29.86,4415.42,74.85,4.1,44.73,0.94
MODERATE,2022-01-04 14:16:26+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,151.0,0.72,36.52,34.04,164.51,56.03,0.88,13.24,33.59,3038.59,71.75,3.2,39.3,0.94
SATISFACTORY,2022-01-04 14:31:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,84.0,1.14,37.07,18.85,204.62,36.61,0.69,36.21,31.27,12230.75,81.13,0.0,40.73,0.94
MODERATE,2022-01-04 14:31:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f36b4669-628b-ad93-9970-f9d424afbf75,144.0,0.64,27.09,32.33,25.88,53.4,0.71,22.57,36.58,3102.46,82.66,0.7,34.69,0.94
VERY_POOR,2022-01-04 14:31:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b3ec32ff-fa7d-64fa-c0af-272e25d314e9,313.0,0.59,40.04,57.72,364.86,89.82,0.38,37.24,30.57,2947.73,82.93,0.0,42.94,0.94
VERY_POOR,2022-01-04 14:31:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,376.0,0.29,23.21,98.86,231.11,165.41,1.4,26.33,29.82,6677.73,64.1,0.0,43.47,0.94
SATISFACTORY,2022-01-04 14:31:08+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d3f2fcf3-24de-0fb6-7b74-0d7b3fa0467d,93.0,2.05,37.65,17.16,193.76,44.43,1.27,50.41,33.68,4194.83,76.0,3.54,34.7,0.93
